338, 7, 04/07/2017, 11/07/2017, https://api.skypicker.com/flights?flyFrom=PRG&to=CTA&dateFrom=04/07/2017&dateTo=04/07/2017&returnFrom=11/07/2017&returnTo=11/07/2017&limit=1&partner=picky, 
303, 7, 05/07/2017, 12/07/2017, https://api.skypicker.com/flights?flyFrom=PRG&to=CTA&dateFrom=05/07/2017&dateTo=05/07/2017&returnFrom=12/07/2017&returnTo=12/07/2017&limit=1&partner=picky, 
297, 7, 06/07/2017, 13/07/2017, https://api.skypicker.com/flights?flyFrom=PRG&to=CTA&dateFrom=06/07/2017&dateTo=06/07/2017&returnFrom=13/07/2017&returnTo=13/07/2017&limit=1&partner=picky, 
300, 7, 07/07/2017, 14/07/2017, https://api.skypicker.com/flights?flyFrom=PRG&to=CTA&dateFrom=07/07/2017&dateTo=07/07/2017&returnFrom=14/07/2017&returnTo=14/07/2017&limit=1&partner=picky, 
300, 7, 08/07/2017, 15/07/2017, https://api.skypicker.com/flights?flyFrom=PRG&to=CTA&dateFrom=08/07/2017&dateTo=08/07/2017&returnFrom=15/07/2017&returnTo=15/07/2017&limit=1&partner=picky, 
318, 7, 09/07/2017, 16/07/2017, https://api.skypicker.com/flights?flyFrom=PRG&to=CTA&dateFrom=09/07/2017&dateTo=09/07/2017&returnFrom=16/07/2017&returnTo=16/07/2017&limit=1&partner=picky, 
242, 7, 10/07/2017, 17/07/2017, https://api.skypicker.com/flights?flyFrom=PRG&to=CTA&dateFrom=10/07/2017&dateTo=10/07/2017&returnFrom=17/07/2017&returnTo=17/07/2017&limit=1&partner=picky, 
221, 7, 11/07/2017, 18/07/2017, https://api.skypicker.com/flights?flyFrom=PRG&to=CTA&dateFrom=11/07/2017&dateTo=11/07/2017&returnFrom=18/07/2017&returnTo=18/07/2017&limit=1&partner=picky, 
214, 7, 12/07/2017, 19/07/2017, https://api.skypicker.com/flights?flyFrom=PRG&to=CTA&dateFrom=12/07/2017&dateTo=12/07/2017&returnFrom=19/07/2017&returnTo=19/07/2017&limit=1&partner=picky, 
283, 7, 13/07/2017, 20/07/2017, https://api.skypicker.com/flights?flyFrom=PRG&to=CTA&dateFrom=13/07/2017&dateTo=13/07/2017&returnFrom=20/07/2017&returnTo=20/07/2017&limit=1&partner=picky, 
290, 7, 14/07/2017, 21/07/2017, https://api.skypicker.com/flights?flyFrom=PRG&to=CTA&dateFrom=14/07/2017&dateTo=14/07/2017&returnFrom=21/07/2017&returnTo=21/07/2017&limit=1&partner=picky, 
279, 7, 15/07/2017, 22/07/2017, https://api.skypicker.com/flights?flyFrom=PRG&to=CTA&dateFrom=15/07/2017&dateTo=15/07/2017&returnFrom=22/07/2017&returnTo=22/07/2017&limit=1&partner=picky, 
329, 7, 16/07/2017, 23/07/2017, https://api.skypicker.com/flights?flyFrom=PRG&to=CTA&dateFrom=16/07/2017&dateTo=16/07/2017&returnFrom=23/07/2017&returnTo=23/07/2017&limit=1&partner=picky, 
